"DE_genes","DAS_genes","DE_trans","DTU_trans"
"AT1G53380",,"AT1G76970_P6",
"AT5G20380",,"AT1G54960_P1",
"AT2G01670",,"AT3G04730_P1",
"AT4G20850",,"AT4G14620.1",
"AT5G24230",,"AT5G64340.1",
"AT2G39380",,"AT2G44180_s1",
"AT1G48570",,"AT2G28105_P2",
"AT4G39270",,"AT1G11310.2",
"AT2G44660",,"AT5G43155_P1",
"AT2G22250",,"AT1G73540_P1",
"AT3G52930",,"AT5G14570.1",
"AT3G03770",,"AT5G62140_P1",
"AT4G32650",,"AT5G52190_P1",
"AT3G61220",,"AT3G53700_P1",
"AT5G01830",,"AT1G31173.1",
"AT2G02730",,"AT1G13350_JS11",
"AT5G05570",,"AT4G08770_P1",
"AT1G61550",,"AT5G02880_JC8",
"AT2G37540",,"AT1G75380_ID14",
"AT5G11140",,"AT4G12910_P2",
"AT1G15880",,"AT2G47160_P1",
"AT5G62460",,"AT4G39950_P2",
"AT2G47550",,"AT5G61260.1",
"AT3G51980",,"AT1G30360_P1",
"AT4G11080",,"AT1G53450_P2",
"AT1G13580",,"AT3G44350_P2",
"AT1G66830",,"AT3G28210_P2",
"AT1G65220",,"AT1G66350_P1",
"AT5G60710",,"AT5G44070_s1",
"AT2G03120",,"AT2G04780_s1",
"AT3G05910",,"AT4G25070.1",
"AT5G43060",,"AT4G04850_JC2",
"AT5G60410",,"AT2G24600_P4",
"AT1G16110",,"AT1G28670_P1",
"AT4G30160",,"AT1G72150_P1",
"AT5G48430",,"AT1G17970_s4",
"AT1G06430",,"AT5G66675_P3",
"AT3G55360",,"AT1G47210_P2",
"AT1G10890",,"AT5G11970_P1",
"AT1G07670",,"AT2G37040_P1",
"AT5G12420",,"AT1G54730_P6",
"AT5G58375",,"AT5G66658_P1",
"AT5G62600",,"AT1G54215_P1",
"AT1G55265",,"AT1G67310_JS6",
"AT2G36690",,"AT3G26280_P2",
"AT3G05880",,"AT1G68200_P5",
"AT4G04450",,"AT1G03850_P1",
"AT1G21900",,"AT2G43760_ID2",
"AT5G17890",,"AT3G57190.1",
"AT2G25850",,"AT4G23280_P4",
"AT3G18490",,"AT1G58420_P1",
"AT4G24520",,"AT1G65980_P2",
"AT5G55100",,"AT5G15480.1",
"AT1G16320",,"AT1G78450_ID1",
"AT2G36210",,"AT1G71000_P1",
"AT4G17090",,"AT3G46080_P1",
"AT1G65486",,"AT3G49840_P2",
"AT1G26560",,"AT2G21660_ID16",
"AT5G48370",,"AT3G60260_ID6",
"AT4G10730",,"AT1G35710_s2",
"AT2G43620",,"AT2G34850_JS3",
"AT4G34480",,"AT4G26795.1",
"AT1G77740",,"AT1G60010_P1",
"AT3G04120",,"AT5G47020_P1",
"AT5G41670",,"AT5G25790_P1",
"AT2G45990",,"AT4G04700_P1",
"AT4G25360",,"AT5G16880_P4",
"AT1G78670",,"AT5G05870_P1",
"AT5G53000",,"AT5G54710_ID2",
"AT1G78830",,"AT4G35110_P5",
"AT5G13500",,"AT1G69690_P1",
"AT1G21080",,"AT1G24270_P1",
"AT4G14420",,"AT3G47930_P2",
"AT3G01720",,"AT1G62560_P1",
"AT1G75900",,"AT2G04430_c1",
"AT5G08300",,"AT4G26270_ID6",
"AT2G35610",,"AT5G44480_P2",
"AT2G39390",,"AT5G64890_P1",
"AT5G64120",,"AT1G63720_c1",
"AT5G59130",,"AT4G24970_c1",
"AT2G20760",,"AT2G04890.1",
"AT3G10660",,"AT5G57910_P1",
"AT4G38620",,"AT1G17665_P1",
"AT1G28610",,"AT3G44380_P1",
"AT1G14020",,"AT3G60540_P2",
"AT5G50460",,"AT5G23240_ID2",
"AT5G43850",,"AT4G19120_P1",
"AT5G39790",,"AT1G33030_P1",
"AT1G66480",,"AT4G36648.1",
"AT4G36480",,"AT5G15410_P1",
"AT3G19130",,"AT2G23130_P1",
"AT3G19930",,"AT2G42880_s1",
"AT1G22200",,"AT5G14420_P4",
"AT2G32290",,"AT3G17860_P2",
"AT2G34090",,"AT3G06868.1",
"AT5G10030",,"AT1G18810_P1",
"AT5G36880",,"AT2G28630_P1",
"AT5G55960",,"AT2G41640_P2",
"AT1G24350",,"AT1G69160_P1",
"AT2G48030",,"AT2G02070_P2",
"AT4G29960",,"AT2G20815_P2",
"AT5G59790",,"AT3G56470_P1",
"AT2G42600",,"AT5G41100_P1",
"AT2G35060",,"AT2G21970_P1",
"AT3G05230",,"AT1G68010_P3",
"AT1G09850",,"AT1G69370.1",
"AT5G22280",,"AT2G01870.1",
"AT2G31800",,"AT3G24150_P1",
"AT4G39210",,"AT3G05380.2",
"AT4G02350",,"AT5G15770_P1",
"AT3G23580",,"AT1G78410_JC2",
"AT5G27930",,"AT5G62865_P1",
"AT1G14010",,"AT5G64430_P1",
"AT4G01090",,"AT2G41880_P2",
"AT5G20700",,"AT2G43000.1",
"AT1G24560",,"AT1G51090_P1",
"AT2G33600",,"AT3G23010_P1",
"AT4G00500",,"AT1G56300_c1",
"AT1G65320",,"AT2G18000_P2",
"AT5G01460",,"AT2G25450_P1",
"AT3G02720",,"AT4G03070_P1",
"AT2G42540",,"AT5G21222_c3",
"AT3G22950",,"AT1G67500_P5",
"AT3G46845",,"AT1G21250_P1",
"AT3G23410",,"AT4G26270_P1",
"AT5G03540",,"AT5G06120_JS10",
"AT5G16570",,"AT4G36380_P1",
"AT4G18050",,"AT4G12310_P1",
"AT5G12300",,"AT5G54630_P1",
"AT2G22360",,"AT5G07860_P1",
"AT3G23980",,"AT2G02010_P2",
"AT5G44380",,"AT4G20380_P1",
"AT5G53310",,"AT4G24110_P1",
"AT3G15970",,"AT1G21920_P1",
"AT4G28260",,"AT2G39210_P1",
"AT4G33985",,"AT5G66640_P7",
"AT3G56630",,"AT2G35658.2",
"AT2G40113",,"AT4G19520_P5",
"AT1G18260",,"AT2G28940_P2",
"AT5G57010",,"AT3G17690_P2",
"AT4G35090",,"AT2G17720_ID3",
"AT5G50565",,"AT2G20960_c2",
"AT5G42130",,"AT2G03330.1",
"AT1G50020",,"AT1G73060_ID3",
"AT5G24430",,"AT1G69295_P2",
"AT5G20270",,"AT2G42190_s2",
"AT1G57765",,"AT4G39610_P1",
"AT1G23820",,"AT3G23700_c1",
"AT3G55050",,"AT3G62660_c1",
"AT1G77380",,"AT4G31890_P1",
"AT2G37240",,"AT3G48800_P1",
"AT4G29330",,"AT1G67800_P1",
"AT3G50920",,"AT1G10050_P2",
"AT4G12490",,"AT4G13395_P1",
"AT1G23490",,"AT5G24810_P1",
"AT5G51160",,"AT1G56520_P5",
"AT1G66920",,"AT3G14470_P2",
"AT1G51830",,"AT2G23430_P1",
"AT1G65390",,"AT1G25550_JS1",
"AT5G55090",,"AT3G50120_P1",
"AT1G54460",,"AT4G24015_c1",
"AT2G46140",,"AT3G19020_P1",
"AT1G78860",,"AT1G30520_JS5",
"AT1G74250",,"AT1G46554_c1",
"AT4G14350",,"AT2G02080_P1",
"AT5G65613",,"AT1G75370_P1",
"AT1G61562",,"AT2G41940_c1",
"AT1G49240",,"AT3G02830_c2",
"AT5G54590",,"AT2G31865_P3",
"AT4G35380",,"AT3G05580_s3",
"AT5G64440",,"AT3G15760_ID2",
"AT2G44380",,"AT1G55260_P1",
"AT1G65040",,"AT2G29410_P1",
"AT2G36880",,"AT3G11690_P1",
"AT1G23560",,"AT5G48410.1",
"AT3G55560",,"AT4G04450_P2",
"AT1G06210",,"AT2G15790.1",
"AT5G50430",,"AT2G39200.1",
"AT5G67360",,"AT1G05300_P1",
"AT1G64060",,"AT4G30190_P1",
"AT1G34370",,"AT4G01700.1",
"AT4G00570",,"AT1G64170_P1",
"AT3G54640",,"AT5G20050_P1",
"AT4G30350",,"AT5G37600_P1",
"AT5G50170",,"AT1G51790_JC3",
"AT1G66260",,"AT5G01560.1",
"AT3G01180",,"AT4G25350_P1",
"AT1G24100",,"AT5G44910_P1",
"AT3G20860",,"AT5G04860_P1",
"AT1G64900",,"AT5G64120_s1",
"AT1G53090",,"AT4G23300_P1",
"AT1G62050",,"AT4G31550_P2",
"AT1G66780",,"AT1G30720_P1",
"AT3G55610",,"AT2G43620_P1",
"AT5G60570",,"AT4G31550.1",
"AT1G21750",,"AT1G80460_P1",
"AT2G39710",,"AT2G39518.1",
"AT5G03555",,"AT2G38870_P1",
"AT5G44080",,"AT2G36210_P1",
"AT5G64280",,"AT4G24240_P1",
"AT5G63680",,"AT1G17860_P1",
"AT1G26410",,"AT1G29750_P2",
"AT4G00895",,"AT3G54420.1",
"AT1G68710",,"AT4G23550.1",
"AT5G01750",,"AT3G27390_P1",
"AT1G35670",,"AT1G12580_P1",
"AT3G56880",,"AT1G74030.1",
"AT5G05850",,"AT1G76930_s1",
"AT5G44240",,"AT1G70140_P1",
"AT4G31390",,"AT1G69900_P1",
"AT1G31340",,"AT2G17760_P1",
"AT4G33630",,"AT1G30730_P1",
"AT1G25370",,"AT3G46280_P1",
"AT1G77510",,"AT5G53110_P1",
"AT2G30740",,"AT1G51800_ID12",
"AT1G55260",,"AT5G27430.1",
"AT5G66120",,"AT1G10700_P1",
"AT3G06190",,"AT2G43630_P1",
"AT5G51400",,"AT2G42540_P2",
"AT5G39000",,"AT3G52450_P1",
"AT1G73710",,"AT5G36160_P1",
"AT5G35570",,"AT2G24570_P1",
"AT4G25210",,"AT4G01250.1",
"AT1G04750",,"AT3G05880_P1",
"AT3G45060",,"AT2G39200_ID2",
"AT3G06350",,"AT4G01720_P1",
"AT5G15490",,"AT5G53560_P1",
"AT5G35430",,"AT5G20700_P1",
"AT4G11960",,"AT3G01980_P1",
"AT5G05340",,"AT2G42360_P1",
"AT5G54110",,"AT4G01860_P1",
"AT5G54100",,"AT1G14740_P1",
"AT2G29200",,"AT3G05990_P1",
"AT1G60160",,"AT1G71710_P2",
"AT5G50440",,"AT4G01250_ID2",
"AT5G37480",,"AT4G03460_P2",
"AT4G34660",,"AT5G36925_P1",
"AT5G25450",,"AT5G62560_P1",
"AT1G13480",,"AT1G63500_P1",
"AT5G39990",,"AT5G63570_P1",
"AT5G67630",,"AT2G39530_P1",
"AT5G62810",,"AT3G51340_JS4",
"AT3G12600",,"AT5G24760_P1",
"AT1G02475",,"AT2G37710_P1",
"AT5G12080",,"AT1G16110_P1",
"AT1G79510",,"AT5G50200_P1",
"AT1G50840",,"AT3G55360_P1",
"AT1G55310",,"AT5G60270_P1",
"AT2G38940",,"AT1G28390.1",
"AT5G61790",,"AT5G67470.1",
"AT5G52240",,"AT2G24180_P1",
"AT5G50350",,"AT1G70520_P1",
"AT1G09910",,"AT5G23000_P1",
"AT5G18110",,"AT5G43190_P1",
"AT1G76955",,"AT2G17740_P1",
"AT4G33200",,"AT1G29310_P1",
"AT3G29034",,"AT5G23240.1",
"AT2G25110",,"AT4G39940_P1",
"AT3G14450",,"AT1G21010_P1",
"AT3G17780",,"AT5G47100_P1",
"AT1G68370",,"AT3G07680_P1",
"AT1G56590",,"AT2G01670_P1",
"AT1G72060",,"AT4G21410_P3",
"AT4G08330",,"AT4G04800_P1",
"AT3G10970",,"AT4G34480_P1",
"AT1G13090",,"AT1G16850_P1",
"AT1G14830",,"AT2G35660_ID1",
"AT1G76430",,"AT2G28930_ID3",
"AT2G22170",,"AT4G20850_P1",
"AT2G24390",,"AT3G22750_P1",
"AT1G78510",,"AT3G47380_P1",
"AT3G16940",,"AT5G60410_P1",
"AT3G20420",,"AT1G02120.1",
"AT2G42975",,"AT3G20510_P1",
"AT3G18930",,"AT1G51800_ID9",
"AT1G33250",,"AT1G78830_P1",
"AT2G22450",,"AT1G36622_P1",
"AT1G56340",,"AT5G44290_P2",
"AT4G26970",,"AT1G21450_P1",
"AT1G22710",,"AT3G52190_P1",
"AT1G51070",,"AT1G51790_P2",
"AT1G24148",,"AT3G05910_P1",
"AT4G16350",,"AT1G77740_P1",
"AT1G48850",,"AT1G75750_P1",
"AT5G63520",,"AT5G44390_P1",
"AT1G68000",,"AT1G61562_P1",
"AT1G31170",,"AT1G53380_P1",
"AT1G68600",,"AT5G44370_P1",
"AT3G26085",,"AT2G20960_P1",
"AT1G60780",,"AT2G36950_P1",
"AT4G20010",,"AT5G55960_P1",
"AT5G52200",,"AT1G70420_P1",
"AT3G21750",,"AT1G65040_P2",
"AT5G01710",,"AT2G33120_P1",
"AT1G47830",,"AT1G51800_ID19",
"AT2G38840",,"AT2G45300_P1",
"AT3G54400",,"AT4G12070_P1",
"AT3G60600",,"AT5G45750_P1",
"AT1G04350",,"AT3G54640_P1",
"AT5G47620",,"AT5G64090_P1",
"AT1G07230",,"AT1G14170_P3",
"AT1G49950",,"AT1G06430_P1",
"AT2G39840",,"AT4G02075_P1",
"AT4G17370",,"AT3G61220_P1",
"AT5G46350",,"AT5G47870.1",
"AT2G32210",,"AT1G48570.1",
"AT2G13290",,"AT2G36690_s1",
"AT3G57740",,"AT2G33110_P1",
"AT3G61800",,"AT4G28420.2",
"AT4G14910",,"AT4G28350_P1",
"AT3G25900",,"AT5G25440_P1",
"AT1G56423",,"AT3G19130_P1",
"AT4G29070",,"AT5G62810.1",
"AT5G22480",,"AT1G78670_P1",
"AT1G54040",,"AT1G09850_P1",
"AT5G20280",,"AT3G22950.1",
"AT3G02830",,"AT4G20460.1",
"AT5G39360",,"AT1G34260_P1",
"AT5G67370",,"AT1G66920_P2",
"AT5G45410",,"AT1G61550_P1",
"AT5G58770",,"AT5G39580_P1",
"AT1G15920",,"AT1G30700_P1",
"AT2G37130",,"AT4G12490.1",
"AT3G23300",,"AT1G65220_P1",
"AT4G26200",,"AT2G42530.1",
"AT1G28680",,"AT3G52930_P1",
"AT2G01100",,"AT1G21900_P1",
"AT4G02980",,"AT2G22360_P1",
"AT5G06530",,"AT4G36430_P1",
"AT1G12050",,"AT1G23490_P1",
"AT5G23130",,"AT5G62600_P1",
"AT2G40890",,"AT1G51930.1",
"AT2G22475",,"AT5G01610_JC1",
"AT5G23580",,"AT1G23820.1",
"AT4G02740",,"AT1G29395_P1",
"AT1G16240",,"AT1G61780.1",
"AT4G13460",,"AT4G12500_P1",
"AT1G70580",,"AT5G24430_P1",
"AT2G16800",,"AT3G02360_P1",
"AT1G23170",,"AT3G04120_P1",
"AT2G33480",,"AT5G18150.1",
"AT1G51930",,"AT3G18560_P1",
"AT4G27820",,"AT2G44660.1",
"AT2G47510",,"AT3G21755.1",
"AT5G55560",,"AT4G35090_ID2",
"AT2G41530",,"AT5G51160_P1",
"AT4G37520",,"AT4G23560_P1",
"AT3G04870",,"AT5G60710_P1",
"AT3G07040",,"AT1G15880.1",
"AT5G23240",,"AT1G21080_P1",
"AT5G10820",,"AT5G01830_P1",
"AT5G58730",,"AT1G07670_P1",
"AT4G00180",,"AT1G02475_P1",
"AT2G46530",,"AT5G13500_P1",
"AT3G27820",,"AT1G75770.1",
"AT1G26190",,"AT5G27930_P2",
"AT2G47650",,"AT4G00895.1",
"AT5G64600",,"AT4G39210_P1",
"AT3G53440",,"AT2G03810_P2",
"AT4G21540",,"AT2G35910_P1",
"AT5G15960",,"AT3G51980.1",
"AT4G34260",,"AT5G62100_P2",
"AT2G41140",,"AT1G50020_P1",
"AT5G17770",,"AT2G03120_P1",
"AT2G17130",,"AT4G03460_c1",
"AT1G56580",,"AT5G58720.1",
"AT4G23290",,"AT3G27820_P1",
"AT1G53165",,"AT3G02720.1",
"AT3G02510",,"AT1G35720_P1",
"AT2G43120",,"AT3G55150_P1",
"AT3G06510",,"AT3G10970_P1",
"AT2G28540",,"AT5G39000_P1",
"AT4G30360",,"AT3G56880_P1",
"AT4G26850",,"AT5G48410_P2",
"AT4G24230",,"AT1G48850_P1",
"AT1G65930",,"AT3G01720_P1",
"AT1G64810",,"AT2G16900_P3",
"AT5G26160",,"AT3G06510.1",
"AT5G15450",,"AT5G43850_P1",
"AT3G05670",,"AT4G12230_P1",
"AT5G02100",,"AT5G62460_P2",
"AT1G09640",,"AT3G29034_P1",
"AT3G53000",,"AT3G07800_P1",
"AT5G16880",,"AT1G54170_P1",
"AT4G20930",,"AT3G53720_P1",
"AT3G13040",,"AT5G50200.3",
"AT5G45610",,"AT5G59790_P1",
"AT3G02570",,"AT5G41670_P4",
"AT5G03610",,"AT1G75900_P1",
"AT5G50200",,"AT5G08300_P1",
"AT1G64970",,"AT1G76430_P1",
"AT5G67440",,"AT4G24700_P1",
"AT1G61790",,"AT4G39270_P1",
"AT1G57620",,"AT2G30490_P1",
"AT4G13810",,"AT1G73250_P1",
"AT3G24120",,"AT2G36330.1",
"AT3G11090",,"AT4G12470_P1",
"AT1G33610",,"AT4G25360_P1",
"AT2G48020",,"AT4G23550_c1",
"AT4G17550",,"AT1G51620_P2",
"AT1G72180",,"AT3G06350_P1",
"AT5G48880",,"AT1G13090.1",
"AT2G36835",,"AT2G41430.3",
"AT4G26940",,"AT1G65486_P3",
"AT2G44410",,"AT1G22070_P1",
"AT2G23460",,"AT5G50460_P1",
"AT5G35080",,"AT5G20280_P1",
"AT1G70730",,"AT5G58375.1",
"AT1G01630",,"AT2G39390_P1",
"AT1G29060",,"AT4G15417_P2",
"AT3G57810",,"AT4G14420_P1",
"AT5G27710",,"AT2G19880_P2",
"AT1G68660",,"AT3G23980_P1",
"AT3G09370",,"AT1G70410_s2",
"AT1G17270",,"AT3G03770_P1",
"AT3G12570",,"AT3G14650.1",
"AT2G24820",,"AT4G02350_ID1",
"AT4G31920",,"AT5G27765_P1",
"AT3G01970",,"AT5G45710_P1",
"AT3G19660",,"AT1G51800_ID15",
"AT3G15060",,"AT1G49240_P1",
"AT2G42530",,"AT5G54500_P1",
"AT2G46150",,"AT1G10760.1",
"AT1G71240",,"AT5G44240_P2",
"AT2G34310",,"AT1G61370_P2",
"AT3G46290",,"AT2G20760_P1",
"AT5G13160",,"AT1G23560_P2",
"AT5G22360",,"AT4G20860.1",
"AT1G35720",,"AT4G14400_P1",
"AT4G02990",,"AT5G18150_ID2",
"AT1G17890",,"AT5G50430_P1",
"AT3G03870",,"AT5G03700_P1",
"AT3G26570",,"AT1G22200_P1",
"AT1G14170",,"AT5G50950_P2",
"AT3G23530",,"AT1G22710_P1",
"AT1G09330",,"AT1G31580_P1",
"AT2G47840",,"AT3G04870_P1",
"AT3G55940",,"AT5G22270_P1",
"AT1G03260",,"AT5G53310_P1",
"AT1G29980",,"AT1G72610.1",
"AT5G64100",,"AT4G18430_P1",
"AT1G66230",,"AT5G24155_P3",
"AT5G11200",,"AT2G22880.1",
"AT1G61400",,"AT2G24820_P1",
"AT2G17730",,"AT5G01750_P2",
"AT5G65120",,"AT5G22280_P1",
"AT2G30500",,"AT5G19230_P2",
"AT4G22200",,"AT4G03480_P2",
"AT4G18520",,"AT2G15970_P1",
"AT1G54340",,"AT2G28150_P1",
"AT3G47450",,"AT5G48370_ID1",
"AT5G01450",,"AT3G02880_P1",
"AT2G18790",,"AT2G35610_P1",
"AT2G46260",,"AT2G36880_P1",
"AT1G05570",,"AT1G09560_P1",
"AT5G55620",,"AT4G23600_P1",
"AT1G21320",,"AT2G39380.1",
"AT1G74000",,"AT2G37240_P1",
"AT2G47470",,"AT5G42130_P1",
"AT2G21970",,"AT4G28260_P1",
"AT5G02270",,"AT3G62150.1",
"AT4G24310",,"AT2G39010_P1",
"AT1G33390",,"AT5G41680_P2",
"AT4G39330",,"AT4G14350_P1",
"AT4G09670",,"AT1G34370_P1",
"AT2G41110",,"AT4G01090_P1",
"AT1G78680",,"AT2G25510_P1",
"AT1G58807",,"AT3G23580.1",
"AT1G01050",,"AT4G26850_P1",
"AT2G03505",,"AT4G23850_P1",
"AT5G47780",,"AT1G66830.1",
"AT5G64070",,"AT2G22450_P1",
"AT3G05520",,"AT2G45290_P2",
"AT1G33490",,"AT5G03540_P1",
"AT1G73680",,"AT1G58848_P1",
"AT1G18290",,"AT1G04200_P1",
"AT5G67385",,"AT1G24350.1",
"AT1G29240",,"AT1G05350_P1",
"AT5G15640",,"AT5G64100_P1",
"AT3G09550",,"AT5G54110_P1",
"AT2G45290",,"AT4G00570_P1",
"AT5G62650",,"AT4G28550_P1",
"AT2G04080",,"AT2G25110_P1",
"AT5G48160",,"AT1G09910.1",
"AT2G46100",,"AT3G60680_P1",
"AT2G34590",,"AT5G53000_P1",
"AT2G38230",,"AT3G54110_P1",
"AT2G20050",,"AT1G49750_P1",
"AT5G62100",,"AT2G41530_P1",
"AT4G32050",,"AT2G38870_ID2",
"AT1G75770",,"AT3G14690_P2",
"AT1G76930",,"AT1G55265.1",
"AT3G02880",,"AT1G12050_P1",
"AT5G67290",,"AT5G38880_P1",
"AT2G27210",,"AT4G33985_P1",
"AT5G65380",,"AT1G14010.1",
"AT4G21910",,"AT4G33630_P1",
"AT4G11240",,"AT5G64280_P1",
"AT3G15790",,"AT1G78680_P1",
"AT5G47020",,"AT2G01379_P1",
"AT5G17350",,"AT1G51070_P1",
"AT3G01660",,"AT4G03460_P1",
"AT1G11090",,"AT5G37370_P1",
"AT1G24040",,"AT4G32870_P1",
"AT1G62250",,"AT2G39710_P1",
"AT1G74300",,"AT1G03260_P1",
"AT1G48790",,"AT5G01460_P1",
"AT5G23000",,"AT4G26970.1",
"AT5G19290",,"AT5G38900_ID2",
"AT3G12030",,"AT3G46900_P1",
"AT3G14650",,"AT2G35700_P1",
"AT1G29970",,"AT3G23530_P1",
"AT5G16990",,"AT5G47620_P2",
"AT4G08900",,"AT5G43060_P1",
"AT4G21810",,"AT5G64905_P1",
"AT1G45230",,"AT1G13930.2",
"AT4G14400",,"AT5G48430_P1",
"AT2G36220",,"AT5G36970_P1",
"AT1G53840",,"AT1G49670_P1",
"AT3G21360",,"AT1G26560_P1",
"AT1G13350",,"AT4G11960_P1",
"AT1G06550",,"AT1G74250_P1",
"AT1G10760",,"AT1G35580_P2",
"AT2G27260",,"AT1G31340_P1",
"AT3G52230",,"AT2G41140_P1",
"AT4G03960",,"AT5G46350_P1",
"AT2G16595",,"AT1G01630.1",
"AT5G12430",,"AT4G16240_P1",
"AT5G64240",,"AT4G32285_P2",
"AT5G50950",,"AT1G21750_P1",
"AT5G54500",,"AT2G41110_P1",
"AT4G22730",,"AT1G14020.1",
"AT4G09180",,"AT1G51800_s1",
"AT3G60180",,"AT5G66120_P2",
"AT5G07860",,"AT4G24310_P1",
"AT2G28900",,"AT4G29330_P1",
"AT5G17330",,"AT4G31390_ID8",
"AT3G17930",,"AT2G07180.2",
"AT4G24510",,"AT2G45220_P1",
"AT5G47580",,"AT4G29960_P1",
"AT2G45740",,"AT1G62050_P1",
"AT1G02500",,"AT2G37130_P1",
"AT5G67640",,"AT3G01180_P1",
"AT1G59650",,"AT4G38620_P1",
"AT5G39970",,"AT2G48030_P1",
"AT5G10050",,"AT1G73710_P1",
"AT2G32200",,"AT3G23410_P1",
"AT2G43710",,"AT1G24100_P1",
"AT1G03440",,"AT5G48385_P1",
"AT4G12910",,"AT3G10410_P1",
"AT4G32285",,"AT4G37900_P1",
"AT4G34050",,"AT5G15970_P1",
"AT1G49670",,"AT1G77510_P1",
"AT1G14580",,"AT5G20270_P1",
"AT2G30490",,"AT1G09310.1",
"AT3G04760",,"AT5G25610_P1",
"AT4G35100",,"AT3G02240_P1",
"AT1G63290",,"AT1G03905_P1",
"AT2G41490",,"AT2G33600_P1",
"AT5G02590",,"AT1G30780.1",
"AT1G18670",,"AT5G11140_P1",
"AT2G43590",,"AT4G19940.1",
"AT4G22990",,"AT4G25210_P1",
"AT3G14690",,"AT5G61790_P1",
"AT3G45310",,"AT2G43530_ID1",
"AT3G22231",,"AT1G56145.2",
"AT4G02020",,"AT1G36640_P1",
"AT1G08830",,"AT1G72180.1",
"AT1G52760",,"AT5G36880_P2",
"AT3G29075",,"AT1G57765_P1",
"AT2G47850",,"AT1G07630_P1",
"AT3G54440",,"AT5G10030_s2",
"AT2G23380",,"AT4G14910_P1",
"AT2G16280",,"AT2G47650.1",
"AT2G43790",,"AT2G34590_P1",
"AT1G22900",,"AT1G54040.2",
"AT1G18590",,"AT5G12420_P1",
"AT5G52040",,"AT2G43710_P1",
"AT5G38560",,"AT5G15450.1",
"AT4G39730",,"AT3G15850_P1",
"AT1G76940",,"AT3G05230.1",
"AT1G24490",,"AT1G78510.1",
"AT5G33320",,"AT2G28900_P1",
"AT3G15900",,"AT1G01050_P1",
"AT3G22190",,"AT4G36480_P1",
"AT2G36900",,"AT1G01320_JC2",
"AT1G04980",,"AT1G06460_P1",
"AT5G62530",,"AT5G03730_P1",
"AT2G45070",,"AT1G68150.1",
"AT5G47330",,"AT4G39730_P1",
"AT5G28830",,"AT5G16570_P1",
"AT1G04040",,"AT5G15960_P1",
"AT1G36640",,"AT1G65390_P1",
"AT1G78490",,"AT3G23400_P1",
"AT4G04210",,"AT1G05420_P2",
"AT5G66820",,"AT1G64060_P1",
"AT2G40730",,"AT3G26520_P1",
"AT3G19720",,"AT5G58150.1",
"AT1G32260",,"AT5G52200_P1",
"AT5G24570",,"AT4G23290_P2",
"AT1G69935",,"AT2G47840.1",
"AT4G04850",,"AT4G24290_P2",
"AT5G50210",,"AT2G18790_P1",
"AT2G15292",,"AT2G47760_P1",
"AT5G46270",,"AT3G46845_P1",
"AT4G32980",,"AT5G13420_P1",
"AT5G63770",,"AT4G12910_P1",
"AT3G08010",,"AT5G25450_P1",
"AT2G21430",,"AT1G14830.1",
"AT3G12630",,"AT5G40760_P1",
"AT1G74790",,"AT2G32480.1",
"AT5G49530",,"AT5G65613_P1",
"AT1G49480",,"AT3G30460_P1",
"AT5G57230",,"AT1G18260_P1",
"AT5G18760",,"AT5G39790_P3",
"AT3G62240",,"AT2G30740_s2",
"AT1G71480",,"AT2G40180_P1",
"AT3G05345",,"AT5G47780_P1",
"AT4G33490",,"AT5G37480_P1",
"AT5G02630",,"AT1G56340_P1",
"AT5G38600",,"AT3G52230_P1",
"AT2G43940",,"AT1G35670_P1",
"AT4G00630",,"AT5G24240.1",
"AT1G09780",,"AT4G38050.1",
"AT5G46330",,"AT5G01450_P1",
"AT1G04210",,"AT4G34050_P3",
"AT1G67840",,"AT5G15490_P1",
"AT3G15850",,"AT3G22231_P1",
"AT5G57330",,"AT1G09080_P2",
"AT2G39130",,"AT4G39330_P1",
"AT3G04310",,"AT5G01710.1",
"AT1G30300",,"AT5G45410_P1",
"AT5G28040",,"AT1G68370_P1",
"AT1G08315",,"AT2G36835.1",
"AT5G46750",,"AT1G53840_P1",
"AT2G04650",,"AT4G04210_P1",
"AT3G03980",,"AT2G23460_P1",
"AT1G10900",,"AT1G59820_P1",
"AT5G42480",,"AT3G46930_P2",
"AT3G10850",,"AT4G29070_P1",
"AT4G30150",,"AT4G38520_P1",
"AT5G50100",,"AT3G12570_P2",
"AT5G46580",,"AT1G08940_P1",
"AT5G03730",,"AT4G12120_c1",
"AT2G20130",,"AT4G18050_JS1",
"AT4G37000",,"AT3G54440_P1",
"AT3G52050",,"AT5G67630_P1",
"AT5G11010",,"AT1G70580_JS1",
"AT1G11060",,"AT5G57330_P1",
"AT3G25740",,"AT1G71697_P1",
"AT3G29290",,"AT5G28830_P1",
"AT3G16760",,"AT4G17370_P1",
"AT1G02350",,"AT1G14540_P1",
"AT3G08840",,"AT4G09670_P1",
"AT5G22090",,"AT5G18110.1",
"AT1G60260",,"AT2G22475_P1",
"AT3G04780",,"AT5G35430_P1",
"AT5G51640",,"AT1G79510.2",
"AT1G49750",,"AT4G34660_P1",
"AT5G62140",,"AT3G23300_P1",
"AT3G60160",,"AT2G46100_P1",
"AT3G10410",,"AT3G26910_P2",
"AT5G17600",,"AT5G63680_P1",
"AT5G62090",,"AT1G09640_P1",
"AT1G67410",,"AT5G03610_P1",
"AT4G28740",,"AT3G19615.1",
"AT2G35810",,"AT2G45740_ID5",
"AT2G23470",,"AT3G45060_P1",
